,0,1,2
0,1242.1578369140625,1245.0155029296875,1256.06640625
1,1235.4532470703125,1246.5147705078125,1255.7940673828125
2,1269.5643310546875,1274.262939453125,1264.0213623046875
3,1245.1202392578125,1256.9661865234375,1251.317626953125
4,1253.89013671875,1264.3955078125,1240.7322998046875
5,1242.8609619140625,1249.623291015625,1232.510498046875
6,1212.0328369140625,1225.29541015625,1215.85888671875
7,1221.4906005859375,1229.9337158203125,1210.9017333984375
8,1189.56884765625,1204.281005859375,1191.5286865234375
9,1197.015625,1205.907470703125,1185.8330078125
10,1185.25830078125,1187.83203125,1194.5557861328125
11,1165.1539306640625,1176.2772216796875,1198.631591796875
12,1220.5574951171875,1218.2847900390625,1233.094482421875
13,1194.922607421875,1206.5673828125,1238.277099609375
14,1250.137451171875,1257.2452392578125,1252.1019287109375
15,1253.1036376953125,1257.4759521484375,1257.5638427734375
16,1246.5885009765625,1254.036376953125,1259.5338134765625
17,1260.27392578125,1266.5394287109375,1264.421630859375
18,1249.3555908203125,1262.0955810546875,1252.2723388671875
19,1274.741943359375,1275.6636962890625,1260.0966796875
20,1228.117919921875,1240.7132568359375,1246.032958984375
21,1255.3565673828125,1263.8179931640625,1244.575927734375
22,1235.73486328125,1245.901123046875,1231.58837890625
23,1233.505615234375,1239.97314453125,1229.02001953125
24,1218.5115966796875,1226.212646484375,1227.500732421875
25,1214.628662109375,1226.2288818359375,1222.1300048828125
26,1241.1568603515625,1240.723876953125,1238.9246826171875
27,1208.176513671875,1217.745361328125,1240.043701171875
28,1248.7001953125,1253.86083984375,1255.12255859375
29,1250.47119140625,1255.6314697265625,1262.3419189453125
30,1255.2528076171875,1262.575439453125,1266.4405517578125
31,1260.5048828125,1270.486083984375,1261.980224609375
32,1274.50244140625,1277.3619384765625,1266.7265625
33,1248.6829833984375,1257.471435546875,1261.2314453125
34,1273.5771484375,1275.596923828125,1273.6693115234375
35,1257.7120361328125,1265.2044677734375,1274.4002685546875
36,1279.4678955078125,1284.693603515625,1281.579833984375
37,1276.3839111328125,1283.2994384765625,1280.4915771484375
38,1283.2274169921875,1288.3594970703125,1282.5614013671875
39,1283.0087890625,1286.6246337890625,1287.447265625
40,1280.1680908203125,1286.461181640625,1289.66455078125
41,1293.0928955078125,1297.9464111328125,1294.28564453125
42,1289.2608642578125,1296.2987060546875,1291.6434326171875
43,1297.7034912109375,1301.8099365234375,1293.9798583984375
44,1294.525634765625,1297.1392822265625,1299.6163330078125
45,1294.3736572265625,1298.9752197265625,1305.5323486328125
46,1306.3284912109375,1311.326416015625,1310.6026611328125
47,1312.866943359375,1317.4620361328125,1312.7708740234375
48,1312.8997802734375,1317.8892822265625,1312.431396484375
49,1318.9808349609375,1321.0369873046875,1317.9364013671875
50,1308.3743896484375,1315.222900390625,1315.1346435546875
51,1323.46435546875,1327.8984375,1316.43603515625
52,1315.2327880859375,1320.4384765625,1312.517578125
53,1314.5487060546875,1319.17724609375,1311.29296875
54,1316.228515625,1318.363525390625,1315.9261474609375
55,1310.01806640625,1314.944091796875,1317.7213134765625
56,1329.4576416015625,1329.5716552734375,1330.38720703125
57,1320.487060546875,1325.6990966796875,1332.6060791015625
58,1342.1370849609375,1345.108154296875,1339.171142578125
59,1341.3050537109375,1344.388671875,1340.70654296875
60,1343.4288330078125,1346.6258544921875,1342.7247314453125
61,1341.5648193359375,1347.1259765625,1339.2674560546875
62,1352.3482666015625,1353.2867431640625,1343.19287109375
63,1337.26416015625,1341.596923828125,1341.0120849609375
64,1344.46728515625,1349.3778076171875,1339.8914794921875
65,1353.1142578125,1352.9281005859375,1345.8699951171875
66,1338.99853515625,1342.5517578125,1347.006591796875
67,1353.185546875,1356.220703125,1351.89208984375
68,1354.1173095703125,1358.1739501953125,1350.689208984375
69,1359.9483642578125,1361.448486328125,1353.252197265625
70,1353.06787109375,1355.9345703125,1353.724609375
71,1358.684326171875,1361.2935791015625,1356.4534912109375
72,1361.9849853515625,1363.886474609375,1359.4852294921875
73,1358.799072265625,1363.20556640625,1357.3677978515625
74,1370.5133056640625,1370.99462890625,1361.9656982421875
75,1357.426513671875,1361.604736328125,1358.9468994140625
76,1366.380859375,1369.917724609375,1358.2296142578125
77,1355.85546875,1362.9957275390625,1346.3580322265625
78,1365.2548828125,1365.2401123046875,1347.0858154296875
79,1343.933837890625,1345.0185546875,1348.7049560546875
80,1348.6378173828125,1351.3963623046875,1355.0714111328125
81,1359.9752197265625,1362.9666748046875,1359.363037109375
82,1375.321044921875,1372.473876953125,1372.691162109375
83,1361.69873046875,1365.7320556640625,1374.638671875
84,1391.992431640625,1391.8310546875,1385.2861328125
85,1386.4925537109375,1388.2955322265625,1386.481201171875
86,1396.6600341796875,1396.9979248046875,1391.61767578125
87,1393.596435546875,1396.2171630859375,1390.6209716796875
88,1400.5772705078125,1402.241943359375,1390.4334716796875
