date,TEST,ARIMA1,ARIMA3,ARIMA7 ,ARIMA14,BP1,BP3,BP7,BP14,LSTM1,LSTM3,LSTM7,LSTM14,seq2seq1,seq2seq3,seq2seq7,seq2seq14
11/5/2012,1417.26001,1414.320337,1369.428772,1276.171683,1236.511696,1331.046509,1160.862061,1087.999634,1008.947998,1411.123291,1392.313721,1341.40918,1330.952026,1421.107422,1418.348022,1355.122437,1367.189697
11/6/2012,1428.390015,1417.700253,1370.419623,1276.41495,1236.440473,1296.266846,1149.721069,1081.910034,1008.859131,1388.324097,1378.25061,1332.74231,1332.533936,1389.939697,1390.570923,1358.875,1364.664307
11/7/2012,1394.530029,1427.280535,1370.194239,1276.388427,1236.375403,1278.875977,1146.548706,1079.240967,1008.950073,1376.886108,1373.707031,1329.729126,1334.095703,1374.273071,1373.509766,1372.171143,1378.929199
11/8/2012,1377.51001,1396.308997,1370.45694,1276.393739,1236.303748,1281.263306,1145.726685,1081.069214,1011.550964,1378.457764,1372.489868,1331.269897,1336.821411,1376.42688,1374.671875,1382.490356,1392.970459
11/9/2012,1379.849976,1381.298004,1392.621369,1278.974987,1242.254396,1281.447021,1139.625244,1082.933228,1012.240723,1378.578613,1364.229248,1332.781982,1339.220459,1376.592651,1372.663574,1361.009399,1390.77002
11/12/2012,1380.030029,1380.634153,1391.854791,1278.874621,1242.357638,1275.837402,1133.213867,1084.53186,1012.75177,1374.885132,1356.739868,1333.169067,1340.176758,1371.530029,1372.008301,1345.885742,1388.213623
11/13/2012,1374.530029,1379.62617,1391.909541,1278.666232,1242.246847,1256.467285,1130.110229,1087.706543,1012.549988,1362.110718,1352.69165,1338.284668,1340.402344,1354.003906,1355.414551,1364.376465,1394.193237
11/14/2012,1355.48999,1376.144393,1393.79309,1278.849097,1240.063681,1254.27478,1138.015503,1091.993652,1014.261169,1360.662842,1363.483276,1344.598633,1341.649536,1352.015503,1356.754272,1369.206543,1402.516724
11/15/2012,1353.329956,1357.966941,1392.546026,1278.637844,1240.048219,1260.926636,1146.309204,1095.724121,1015.483093,1365.054443,1372.957397,1349.036987,1343.094971,1358.044678,1356.061279,1371.564087,1401.291626
11/16/2012,1359.880005,1354.521325,1393.900027,1278.71442,1240.107876,1288.452759,1153.367188,1098.782471,1016.151917,1383.187866,1382.661255,1354.753784,1344.530151,1382.907349,1382.571777,1384.456909,1393.558228
11/19/2012,1386.890015,1359.498123,1400.665939,1278.658747,1240.023801,1289.393188,1158.946777,1101.180786,1017.698181,1383.806274,1390.336792,1358.774902,1345.721558,1383.75415,1386.076782,1395.140625,1398.689697
11/20/2012,1387.810059,1384.403559,1400.607021,1290.397613,1240.011693,1292.685547,1163.397583,1104.057983,1019.320313,1385.970703,1395.091431,1361.751465,1347.079224,1386.718018,1383.808838,1394.778931,1406.396606
11/21/2012,1391.030029,1386.750775,1400.543215,1289.209178,1240.063106,1311.254028,1164.883911,1105.056152,1019.762329,1398.161133,1397.25354,1363.411133,1348.266846,1403.397217,1400.698486,1384.237305,1400.061035
11/23/2012,1409.150024,1390.600739,1403.7948,1288.949581,1239.982433,1308.318604,1165.221924,1104.429321,1020.187866,1396.23584,1398.397095,1362.974243,1348.931885,1400.764648,1401.999268,1387.376221,1396.394653
11/26/2012,1406.290039,1407.144434,1403.291262,1288.492498,1239.90915,1300.782837,1167.810547,1104.602173,1019.987854,1391.290039,1401.222656,1363.709961,1348.47522,1393.999023,1393.107422,1399.999268,1400.265381
11/27/2012,1398.939941,1404.563094,1403.74568,1287.816667,1239.845042,1312.054932,1171.815308,1105.807495,1020.777893,1398.686279,1406.284668,1365.439819,1349.528076,1404.115234,1402.180542,1403.612671,1411.521118
11/28/2012,1409.930054,1399.59475,1408.679735,1288.05091,1239.774394,1318.240356,1171.513794,1106.746094,1022.436768,1402.740112,1405.769409,1366.401367,1352.422607,1409.656494,1406.656738,1400.325806,1412.425781
11/29/2012,1415.949951,1409.27947,1408.459461,1288.136053,1239.703609,1318.476929,1169.296509,1107.166016,1023.493896,1402.895142,1403.1875,1366.663696,1354.259277,1409.868408,1408.210693,1394.02124,1401.723022
11/30/2012,1416.180054,1414.221344,1408.55632,1291.038321,1253.213255,1311.572266,1167.763794,1108.460449,1024.191772,1398.369751,1401.286621,1368.199341,1355.298462,1403.682617,1402.777954,1399.741089,1410.047974
12/3/2012,1409.459961,1415.859157,1405.837527,1290.625528,1252.933583,1309.098633,1168.956665,1110.216309,1024.728027,1396.747314,1402.82019,1370.78772,1354.963867,1401.464233,1400.744019,1400.567139,1414.262085
12/4/2012,1407.050049,1410.209852,1405.663616,1290.095774,1250.736535,1311.387573,1171.654175,1111.155518,1024.921143,1398.248657,1406.234863,1371.689453,1355.270508,1403.516968,1402.450317,1394.91333,1415.808838
12/5/2012,1409.280029,1407.253226,1405.956819,1289.379007,1250.445179,1316.174194,1173.840088,1110.877563,1023.765442,1401.386475,1408.938477,1371.849609,1354.436157,1407.806274,1405.949707,1397.221558,1407.677368
12/6/2012,1413.939941,1409.044161,1403.115787,1289.494303,1249.862439,1320.420288,1177.248901,1111.964233,1023.628235,1404.168335,1413.697632,1374.141235,1354.016602,1411.60791,1411.599365,1416.862061,1411.520508
12/7/2012,1418.069946,1413.413378,1403.426516,1289.626213,1249.893107,1320.914307,1179.815308,1115.156982,1023.300659,1404.491821,1416.542236,1378.421021,1352.107544,1412.049927,1409.70752,1426.459351,1409.724243
12/10/2012,1418.550049,1417.65459,1403.175725,1289.622068,1249.90084,1330.47937,1179.760376,1117.202881,1022.746277,1410.752441,1416.307129,1379.859619,1351.754517,1420.601074,1416.795654,1402.662842,1418.511108
12/11/2012,1427.839966,1418.316023,1394.271952,1294.545918,1249.9625,1331.139038,1176.178711,1118.502319,1024.443604,1411.18396,1411.984619,1381.062256,1354.80896,1421.190186,1418.699707,1402.462646,1418.927124
12/12/2012,1428.47998,1426.915044,1394.67004,1293.680073,1249.916081,1321.839966,1176.972412,1117.969116,1026.59436,1405.098022,1413.715454,1382.012817,1358.622437,1412.878296,1414.744507,1402.514282,1405.330078
12/13/2012,1419.449951,1427.720178,1394.479533,1292.812472,1249.87876,1315.804321,1183.98877,1118.406738,1029.739746,1401.143921,1422.30542,1381.987061,1361.567017,1407.474976,1407.735474,1414.964722,1411.789795
12/14/2012,1413.579956,1419.991803,1396.903014,1292.843681,1249.807908,1333.077271,1189.032104,1118.044556,1030.169678,1412.45166,1427.867676,1382.953979,1362.174194,1422.920898,1417.484619,1419.044556,1417.891968
12/17/2012,1430.359985,1414.556853,1397.276962,1292.718929,1249.739412,1350.047485,1192.024902,1116.442505,1032.012329,1423.537109,1432.870728,1380.874146,1364.135376,1438.044556,1437.825562,1415.821045,1424.997314
12/18/2012,1446.790039,1428.994015,1396.699846,1292.814454,1249.670959,1338.700195,1188.045654,1112.809448,1031.2854,1416.127319,1426.675293,1375.885376,1365.584595,1427.937622,1422.501221,1407.1427,1424.099365
12/19/2012,1435.810059,1444.437602,1414.27749,1292.842418,1249.608558,1346.841064,1185.574829,1112.014404,1032.622314,1421.444458,1424.244141,1374.499146,1368.253906,1435.190918,1433.071167,1419.216064,1430.737427
12/20/2012,1443.689941,1436.008147,1413.427381,1288.882391,1264.173208,1332.860718,1179.926147,1115.06189,1034.037354,1412.310059,1416.67334,1378.907471,1370.494263,1422.727539,1419.589966,1436.510742,1437.153687
12/21/2012,1430.150024,1443.758067,1413.689062,1288.422467,1261.737683,1329.263672,1177.014282,1119.306641,1035.744385,1409.957031,1413.159912,1382.232544,1371.986938,1419.515015,1417.703613,1407.714722,1445.023682
12/24/2012,1426.660034,1430.314875,1412.347176,1288.640711,1261.490696,1322.230957,1171.070435,1123.450317,1035.908813,1405.354004,1404.931274,1385.954956,1372.485596,1413.228027,1408.55127,1398.753174,1444.401489
12/26/2012,1419.829956,1427.168086,1411.476321,1288.620991,1260.605239,1320.451294,1172.856323,1125.939819,1036.021362,1404.188477,1408.833618,1391.513916,1373.674683,1411.63562,1415.614136,1403.338379,1441.166138
12/27/2012,1418.099976,1421.024358,1412.531715,1289.031045,1259.957213,1304.359741,1184.435181,1129.002686,1038.91748,1393.638306,1423.417603,1395.702759,1376.154541,1397.21167,1401.054565,1425.473145,1450.287231
12/28/2012,1402.430054,1418.404828,1405.830029,1288.9375,1260.084511,1328.779297,1197.996704,1133.122681,1040.435059,1409.640137,1439.269531,1402.420776,1378.041016,1419.082275,1413.794556,1445.037109,1448.213623
12/31/2012,1426.189941,1404.335837,1406.3103,1288.872527,1260.171681,1366.244019,1207.247437,1136.262451,1042.709839,1434.095093,1452.219238,1407.514893,1380.39209,1452.431763,1451.031128,1449.700073,1449.836182
1/2/2013,1462.420044,1425.189889,1406.083431,1292.631278,1260.129355,1363.079346,1207.149902,1137.694336,1044.006104,1432.033813,1451.506714,1408.845459,1381.955811,1449.624268,1445.306763,1445.274536,1454.095337
1/3/2013,1459.369995,1458.291367,1403.882568,1292.490879,1260.130528,1370.449219,1206.39856,1138.680664,1044.875366,1436.832764,1450.760742,1409.619751,1383.302612,1456.15979,1452.491211,1436.675293,1454.381104
1/4/2013,1466.469971,1457.477267,1404.269944,1292.3078,1260.098359,1365.693848,1205.175659,1139.001465,1045.591553,1433.736938,1449.488159,1410.497803,1385.065918,1451.94397,1450.06604,1440.056885,1457.724121
1/7/2013,1461.890015,1466.372095,1403.865479,1292.625788,1260.022248,1360.777222,1207.91687,1139.857666,1047.059814,1430.533813,1453.0802,1411.89856,1386.816895,1447.580688,1446.573975,1446.740356,1460.226929
1/8/2013,1457.150024,1461.001142,1408.09752,1292.257344,1259.955722,1364.791138,1211.542114,1142.005737,1048.516602,1433.148926,1457.206543,1414.688721,1388.816406,1451.143066,1447.343506,1455.759644,1465.782471
1/9/2013,1461.02002,1456.549897,1408.019182,1292.299222,1259.896126,1376.321289,1213.6875,1144.145386,1049.353027,1440.65332,1460.120361,1417.749268,1389.742188,1461.360352,1457.841553,1454.678101,1464.612549
1/10/2013,1472.119995,1461.083976,1407.888084,1292.262863,1259.833976,1376.248535,1213.756714,1146.275024,1050.022461,1440.605957,1460.33606,1420.049805,1390.360474,1461.296021,1458.45752,1454.46521,1468.341309
1/11/2013,1472.050049,1470.758772,1417.61203,1306.033102,1262.86807,1374.824097,1213.935181,1148.389648,1050.521606,1439.679565,1460.460327,1422.869995,1391.538208,1460.034912,1456.744507,1454.344116,1474.32666
1/14/2013,1470.680054,1471.565332,1417.027282,1304.692204,1262.608205,1376.549927,1216.522583,1150.345703,1051.370117,1440.802002,1464.066162,1425.47168,1391.973999,1461.562866,1459.866455,1455.488037,1467.610229
1/15/2013,1472.339966,1470.904649,1417.322639,1304.479691,1261.711209,1376.851685,1219.963135,1152.924438,1051.992676,1440.998291,1468.200562,1429.153076,1393.213745,1461.829834,1458.895752,1466.819092,1473.859009
1/16/2013,1472.630005,1472.133212,1413.629665,1303.818729,1261.018992,1385.501587,1224.808472,1155.049072,1052.959961,1446.620361,1474.503418,1432.403198,1393.819824,1469.479126,1466.854126,1466.647461,1474.462402
1/17/2013,1480.939941,1472.146884,1413.272496,1302.975114,1261.078387,1390.754517,1228.18335,1157.414917,1054.395996,1450.03186,1478.63501,1435.149658,1395.134644,1474.118408,1470.40686,1473.143433,1475.307617
1/18/2013,1485.97998,1480.230747,1413.827291,1303.283244,1261.182334,1397.620972,1230.24707,1158.470581,1054.428467,1454.487549,1481.274658,1437.238159,1395.819458,1480.175293,1476.176147,1469.4021,1473.355469
1/22/2013,1492.560059,1485.126915,1400.579917,1303.402992,1261.141838,1399.970947,1232.866577,1158.731323,1055.646484,1456.011597,1484.930908,1437.198364,1396.803467,1482.24646,1479.911621,1468.895142,1477.43457
1/23/2013,1494.810059,1491.630531,1401.306209,1312.130788,1261.146213,1399.981445,1234.191895,1160.258911,1056.395508,1456.018311,1486.097412,1439.846436,1397.960571,1482.255371,1477.21582,1485.84082,1477.351929
1/24/2013,1494.819946,1494.203141,1400.964251,1311.285885,1261.119544,1408.491821,1237.332275,1160.077148,1056.810913,1461.534058,1490.657959,1439.981934,1398.724731,1489.748169,1487.303711,1470.62439,1478.494141
1/25/2013,1502.959961,1494.380259,1398.765096,1310.329965,1261.047096,1405.583862,1237.099365,1161.206421,1058.074097,1459.650146,1489.706421,1440.119141,1399.660156,1487.189331,1481.441895,1482.307739,1482.740234
1/28/2013,1500.180054,1502.09918,1399.460458,1309.320938,1260.979627,1413.600586,1236.372314,1161.845825,1057.304077,1464.842163,1489.106812,1442.778564,1399.938843,1494.240234,1489.685913,1481.110229,1478.690918
1/29/2013,1507.839966,1499.73353,1398.66633,1309.142229,1260.92046,1407.445679,1237.964722,1162.503296,1059.388794,1460.856323,1491.732788,1442.086304,1401.647461,1488.827759,1487.9104,1475.578369,1489.910645
1/30/2013,1501.959961,1507.261528,1384.762311,1309.452837,1260.858514,1403.419312,1236.347412,1164.077271,1058.699585,1458.247314,1488.217041,1444.367798,1401.066528,1485.283813,1476.817871,1484.573853,1479.199219
1/31/2013,1498.109985,1502.028442,1385.168662,1309.526215,1260.799617,1419.186157,1239.431641,1165.151123,1058.169678,1468.456543,1493.877075,1446.535034,1400.121216,1499.146484,1499.038818,1479.093872,1479.009155
2/1/2013,1513.170044,1498.486024,1385.046518,1314.13423,1250.396439,1400.911133,1239.578491,1166.376587,1057.99707,1456.621216,1492.9375,1447.229614,1399.371216,1483.074707,1478.143066,1486.540161,1491.423462
2/4/2013,1495.709961,1512.252203,1362.083032,1312.926693,1249.665718,1417.215332,1242.635254,1168.016235,1057.112549,1467.181763,1496.990234,1450.049194,1397.745972,1497.415894,1492.475708,1485.854492,1476.030518
2/5/2013,1511.290039,1496.106069,1363.50691,1311.802982,1248.890641,1418.085205,1244.353516,1168.815918,1056.141113,1467.744385,1499.622925,1451.085327,1396.760986,1498.17981,1495.644775,1487.356201,1477.000854
2/6/2013,1512.119995,1511.129887,1362.542714,1311.562695,1249.274068,1415.224243,1245.640259,1169.525024,1055.902222,1465.893066,1500.725952,1452.037964,1396.269287,1495.66687,1490.547363,1489.768555,1483.366943
2/7/2013,1509.390015,1511.348577,1368.588923,1311.687714,1250.168227,1424.179321,1247.989014,1171.279663,1057.561646,1471.685547,1504.004883,1454.477539,1397.672363,1503.527954,1499.521362,1497.081055,1478.472168
2/8/2013,1517.930054,1509.061663,1369.326289,1311.835814,1249.988035,1423.213745,1248.621948,1170.644653,1057.47168,1471.061401,1504.69458,1453.879517,1398.172485,1502.68103,1498.157837,1483.146973,1470.723633
2/11/2013,1517.01001,1517.923029,1368.081887,1311.893579,1249.977088,1425.753784,1249.675049,1168.911987,1058.076904,1472.703369,1506.066772,1450.913818,1398.503418,1504.908691,1500.460815,1480.075439,1476.502441
2/12/2013,1519.430054,1516.112475,1385.601948,1314.554512,1249.950623,1426.69873,1249.7323,1167.976563,1059.192993,1473.314087,1506.047729,1451.333252,1400.62854,1505.737183,1500.746826,1500.09375,1481.938599
2/13/2013,1520.329956,1519.243891,1384.484085,1313.289025,1249.834405,1427.801392,1252.470337,1164.962036,1060.983276,1474.026489,1510.00415,1447.532593,1403.303345,1506.703613,1504.324829,1481.133667,1481.33667
2/14/2013,1521.380005,1520.212145,1385.031569,1312.985557,1249.719614,1426.131714,1249.980225,1163.186646,1062.286987,1472.947754,1505.584717,1443.504883,1405.358276,1505.23999,1496.170044,1488.040161,1483.376831
2/15/2013,1519.790039,1520.97351,1371.64407,1313.076229,1249.670409,1437.850586,1245.271851,1162.499146,1062.262817,1480.516235,1500.49292,1444.815796,1407.00415,1515.50354,1510.20105,1495.654297,1487.565063
2/19/2013,1530.939941,1519.910442,1371.273478,1313.118706,1249.605647,1417.907104,1241.957031,1162.571899,1065.263672,1467.629028,1496.859619,1443.014526,1409.915039,1498.023315,1496.893433,1483.124146,1504.562866
2/20/2013,1511.949951,1530.025828,1372.148761,1313.21967,1249.543904,1407.927002,1235.905029,1164.099976,1065.587036,1461.167969,1487.342896,1443.452515,1411.440063,1489.251221,1478.833618,1476.622192,1500.315308
2/21/2013,1502.420044,1512.924238,1369.466684,1313.246459,1249.487996,1421.734497,1234.296143,1165.358398,1065.888062,1470.104858,1487.312866,1446.295898,1412.965942,1501.383057,1500.736694,1473.704834,1499.307983
2/22/2013,1515.599976,1504.267192,1370.351859,1313.367096,1261.288189,1392.705078,1235.184082,1168.355469,1068.202637,1451.298096,1488.078247,1449.830933,1415.123413,1475.8396,1475.108276,1493.634888,1515.35022
2/25/2013,1487.849976,1515.161579,1369.459553,1313.056281,1260.320914,1402.196411,1241.704224,1173.209595,1069.892822,1457.454712,1495.504761,1456.136108,1416.876587,1484.206909,1478.570068,1494.943726,1515.238647
2/26/2013,1496.939941,1489.2003,1388.530787,1313.145025,1260.778211,1422.143677,1246.639404,1176.967285,1070.776978,1470.369507,1502.33374,1460.832642,1417.587769,1501.742188,1498.030029,1491.400146,1509.560913
2/27/2013,1515.98999,1498.383847,1387.916774,1313.187346,1261.374124,1420.769775,1249.044434,1179.835693,1070.520386,1469.480835,1505.415405,1465.219116,1417.133301,1500.536377,1497.164795,1501.364624,1512.333496
2/28/2013,1514.680054,1514.22401,1387.905445,1313.283759,1260.431247,1424.462646,1255.409424,1183.341187,1071.76355,1471.868774,1513.686646,1470.080566,1417.927368,1503.776367,1501.500122,1510.168823,1521.782471
3/1/2013,1518.199951,1513.325219,1385.3318,1313.313081,1260.560759,1431.814453,1261.134033,1186.218018,1072.292847,1476.619263,1520.368652,1473.74707,1417.972168,1510.219727,1504.700684,1510.60144,1512.823608
3/4/2013,1525.199951,1518.827594,1384.487666,1313.262669,1260.553673,1447.170898,1265.635376,1188.217163,1072.365234,1486.527588,1526.358398,1476.645508,1418.439941,1523.64978,1518.911621,1513.1604,1512.722778
3/5/2013,1539.790039,1524.054793,1385.504842,1324.208848,1260.437246,1448.931274,1268.534424,1190.100098,1072.762817,1487.662231,1530.146118,1479.712036,1418.035645,1525.187012,1521.107056,1524.099854,1512.302979
3/6/2013,1541.459961,1537.523651,1377.458827,1323.328701,1260.363696,1451.884399,1272.248657,1191.88269,1073.843628,1489.565186,1534.704224,1481.936768,1419.207642,1527.764526,1522.936279,1522.911377,1519.718994
3/7/2013,1544.26001,1540.513773,1377.991478,1322.91818,1260.361079,1459.189697,1274.140381,1192.358765,1074.387329,1494.269409,1536.838745,1482.172363,1419.668579,1534.134277,1527.571045,1515.677368,1512.053955
3/8/2013,1551.180054,1543.772311,1377.690412,1322.759022,1260.286295,1464.516602,1274.885376,1191.425903,1074.629028,1497.696655,1538.142944,1481.620361,1420.813477,1538.773438,1533.837769,1517.270386,1512.535889
3/11/2013,1556.219971,1550.182641,1378.687146,1322.062482,1260.227281,1460.563232,1276.821533,1191.548828,1075.598145,1495.153198,1540.703003,1482.316772,1421.236084,1535.330811,1531.343628,1532.546631,1512.725952
3/12/2013,1552.47998,1554.930037,1378.971183,1322.301822,1260.174614,1462.719238,1278.839966,1191.080322,1075.85083,1496.540527,1542.749146,1481.65271,1421.994995,1537.20874,1530.508301,1523.033203,1521.276978
3/13/2013,1554.52002,1552.459826,1378.54706,1322.373985,1260.116459,1471.934448,1277.951416,1191.389526,1076.204102,1502.465576,1541.639282,1481.150513,1421.607788,1545.226074,1537.963989,1525.112671,1513.796509
3/14/2013,1563.22998,1554.472221,1368.687327,1318.25503,1256.912988,1469.256104,1274.203003,1190.237183,1074.564819,1500.744141,1537.178833,1480.792847,1421.378662,1542.897217,1537.089722,1519.00769,1516.703369
3/15/2013,1560.699951,1562.176992,1368.843686,1318.284018,1257.431441,1460.161865,1273.983521,1191.125732,1075.603027,1494.894775,1537.281616,1480.684448,1421.050293,1534.981079,1531.758667,1525.920776,1519.700562
3/18/2013,1552.099976,1560.288109,1368.865657,1318.332493,1258.011222,1456.190308,1272.371094,1192.341797,1074.650024,1492.338257,1534.191528,1482.783325,1421.25769,1531.519897,1522.877441,1524.639893,1522.009644
3/19/2013,1548.339966,1553.110375,1371.514778,1317.747391,1257.149075,1467.150146,1274.384277,1194.12207,1076.269531,1499.390503,1537.987549,1484.443115,1422.248779,1541.06543,1538.484497,1521.732666,1519.877197
3/20/2013,1558.709961,1549.111247,1371.902402,1318.321077,1257.509131,1453.509277,1272.865723,1194.615112,1076.751221,1490.611816,1535.061768,1485.378784,1424.134521,1529.182007,1522.034302,1521.488892,1525.060913
3/21/2013,1545.800049,1557.826454,1371.318624,1318.260876,1257.461838,1465.225342,1277.260254,1196.337891,1079.729492,1498.152344,1541.508789,1487.569336,1426.815674,1539.390259,1536.470215,1528.289185,1523.444214
3/22/2013,1556.890015,1546.454134,1388.393074,1318.192399,1257.338821,1459.728516,1278.888306,1195.828735,1080.299194,1494.615967,1542.799194,1487.619873,1428.274902,1534.603638,1528.03772,1523.752197,1522.986938
3/25/2013,1551.689941,1556.9922,1387.634135,1316.594288,1257.265415,1472.506226,1283.100586,1196.119629,1080.657349,1502.83313,1548.611206,1487.495361,1426.871948,1545.723145,1541.189331,1530.570313,1516.344116
3/26/2013,1563.77002,1551.668888,1387.894306,1316.789003,1257.251568,1471.532104,1282.658936,1194.889526,1078.521484,1502.207031,1547.467651,1487.201294,1426.051147,1544.876221,1537.261108,1531.199829,1533.769653
3/27/2013,1562.849976,1562.723305,1398.051464,1316.272145,1257.162449,1478.248779,1284.455688,1195.077637,1079.411011,1506.521729,1550.496704,1486.560181,1425.341919,1550.712036,1546.818726,1534.349609,1527.384155
3/28/2013,1569.189941,1562.693461,1397.000256,1316.885551,1257.106724,1470.812012,1280.548706,1195.60022,1076.86731,1501.744385,1544.450195,1487.485474,1424.021973,1544.250488,1534.694458,1535.566528,1519.399048
4/1/2013,1562.170044,1568.342312,1397.923679,1316.936383,1257.053677,1479.372803,1279.852661,1198.325562,1076.454102,1507.24353,1544.807861,1490.26062,1422.393799,1551.687866,1548.138916,1535.896606,1525.317871
4/2/2013,1570.25,1562.597655,1402.040697,1316.823543,1256.994828,1461.841797,1275.880981,1201.388306,1076.337036,1495.976074,1538.916626,1493.858276,1422.117798,1536.444458,1529.150146,1534.429199,1532.404541
4/3/2013,1553.689941,1569.576144,1401.620017,1316.750906,1256.934495,1468.493896,1278.192139,1204.430298,1078.22876,1500.254395,1542.63855,1497.100708,1424.0448,1542.234497,1538.901978,1524.299316,1524.670898
4/4/2013,1559.97998,1554.732174,1402.07897,1313.642556,1276.02435,1461.408813,1280.585938,1202.765747,1077.904541,1495.697388,1545.203857,1495.52478,1424.556885,1536.067261,1530.867554,1510.827881,1513.637939
4/5/2013,1553.280029,1560.197641,1398.242506,1313.398161,1276.39142,1471.764893,1289.270264,1203.272339,1080.380493,1502.356689,1556.697144,1497.209473,1426.323486,1545.078735,1542.528809,1549.595947,1519.789429
4/8/2013,1563.069946,1553.818063,1398.254768,1314.140864,1275.627501,1477.634033,1296.906616,1201.529419,1080.531982,1506.127075,1565.605835,1497.491821,1426.831055,1550.178101,1543.86853,1549.155884,1522.732178
4/9/2013,1568.609985,1562.38195,1398.392184,1314.264028,1275.490338,1497.938965,1301.582153,1199.213623,1083.162109,1519.149414,1571.409912,1491.808838,1429.16687,1567.777954,1560.000488,1535.202393,1532.265015
4/10/2013,1587.72998,1568.189912,1404.776608,1314.358162,1274.174669,1503.943237,1292.130127,1196.00708,1081.693481,1522.993652,1558.637817,1489.348022,1430.336426,1572.969727,1559.669312,1542.069946,1522.386475
4/11/2013,1593.369995,1585.574704,1404.820833,1314.202813,1274.274084,1499.130859,1287.630493,1193.788086,1083.211182,1519.912598,1555.536865,1486.421021,1431.828735,1568.80896,1569.291016,1534.743042,1527.505615
4/12/2013,1588.849976,1592.038125,1404.572862,1314.141332,1274.221808,1460.436646,1278.94519,1195.272217,1083.607056,1495.071655,1541.951904,1485.925537,1432.591553,1535.220581,1523.72583,1540.692505,1546.050903
4/15/2013,1552.359985,1588.543799,1402.728819,1312.315135,1274.211387,1483.955322,1275.610962,1197.460327,1084.445068,1510.184692,1539.003174,1488.980347,1434.652222,1555.664307,1549.245972,1518.59436,1547.529785
4/16/2013,1574.569946,1555.516632,1402.431165,1313.153307,1274.193023,1460.066528,1271.351807,1199.030762,1087.198242,1494.833618,1534.189331,1490.081909,1438.27063,1534.898193,1532.804321,1521.419678,1546.528809
4/17/2013,1552.01001,1574.129302,1402.785078,1313.320839,1274.217591,1449.089355,1274.313477,1201.552002,1088.61499,1487.764282,1537.260498,1494.061157,1440.776245,1525.324951,1520.489624,1530.104614,1547.256958
4/18/2013,1541.609985,1552.745553,1392.849411,1313.440172,1274.148034,1463.490967,1283.561523,1205.658813,1091.949219,1497.036865,1549.36853,1499.535278,1443.44397,1537.880615,1534.875854,1544.737061,1559.220215
4/19/2013,1555.25,1543.971788,1393.280424,1313.355928,1274.094084,1471.161377,1289.379517,1209.297974,1093.831665,1501.968994,1555.990234,1504.872681,1445.382568,1544.554077,1537.549316,1552.003052,1561.437988
4/22/2013,1562.5,1556.013027,1393.069971,1313.26609,1274.03819,1488.425171,1294.819092,1210.620605,1095.350098,1513.051758,1563.369751,1506.187256,1447.428101,1559.539673,1554.522827,1537.582153,1564.266113
4/23/2013,1578.780029,1560.435399,1372.520758,1313.156197,1273.981282,1488.435669,1295.677368,1212.053711,1096.411865,1513.058472,1564.018066,1508.163452,1448.971436,1559.548828,1552.272583,1554.689331,1565.474365
4/24/2013,1578.790039,1577.769581,1373.496152,1323.490341,1277.549605,1495.205444,1299.399414,1215.066528,1098.470215,1517.398193,1569.358521,1513.468018,1451.958862,1565.412354,1561.396118,1568.818848,1575.804199
4/25/2013,1585.160034,1578.205323,1372.8785,1322.759999,1276.791463,1492.100952,1302.670044,1218.973999,1101.81897,1515.408813,1572.950195,1516.972534,1455.02002,1562.724365,1556.295166,1564.22522,1583.638062
4/26/2013,1582.23999,1584.082271,1370.459467,1322.454825,1276.624946,1504.198608,1302.395996,1223.034668,1103.00293,1523.157349,1572.120605,1521.606079,1456.744385,1573.19043,1563.390869,1560.196533,1577.86853
4/29/2013,1593.609985,1581.875017,1371.317937,1322.132234,1275.289052,1508.418335,1303.440063,1226.116699,1104.523804,1525.8573,1574.786865,1526.369873,1458.905273,1576.835571,1574.046265,1562.441772,1586.840942
4/30/2013,1597.569946,1592.2369,1370.223394,1321.363171,1275.310723,1492.589966,1308.239258,1228.89209,1107.043823,1515.721924,1580.309326,1529.641846,1460.989624,1563.147827,1558.908447,1568.634399,1594.523071
5/1/2013,1582.699951,1596.631105,1365.183877,1321.525654,1275.273422,1508.439819,1316.821533,1232.820313,1109.210327,1525.870972,1590.584229,1534.9198,1463.543945,1576.854126,1569.41748,1581.739014,1593.674072
5/2/2013,1597.589966,1583.552043,1365.181827,1321.60894,1275.263847,1526.409302,1323.767944,1235.282837,1109.727905,1537.352905,1599.731689,1539.200195,1463.822144,1592.345947,1586.504639,1585.694824,1588.436035
5/3/2013,1614.420044,1597.242287,1365.140324,1324.558653,1275.250182,1529.704102,1328.444214,1238.786499,1110.711182,1539.455444,1605.422485,1543.127441,1463.915527,1595.18103,1588.517578,1599.124512,1600.204956
5/6/2013,1617.5,1611.81633,1355.944464,1324.095946,1275.277533,1538.764282,1330.549194,1242.713013,1110.366943,1545.232178,1607.665405,1548.439209,1463.244263,1602.96814,1593.754517,1599.803467,1601.280518
5/7/2013,1625.959961,1616.176929,1356.384006,1323.697871,1275.213045,1545.982056,1332.437134,1244.953857,1111.051636,1549.829834,1610.704224,1550.482178,1464.09729,1609.163208,1603.22168,1585.321777,1603.056641
5/8/2013,1632.689941,1625.532772,1356.040625,1322.887392,1275.158314,1539.525391,1332.860596,1248.091675,1111.230103,1545.717163,1610.750977,1554.464355,1463.97937,1603.621826,1595.533569,1602.959229,1592.005005
