date,TEST,ARIMA1,ARIMA3,ARIMA7 ,ARIMA14,BP1,BP3,BP7,BP14,LSTM1,LSTM3,LSTM7,LSTM14,seq2seq1,seq2seq3,seq2seq7,seq2seq14
1/26/2012,1318.430054,1324.875597,1255.093156,1162.665946,1237.844904,1216.87085,1099.831787,1056.895264,990.2220459,1335.900024,1313.049683,1295.400513,1306.209229,1317.957397,1319.177246,1315.613281,1343.474731
1/27/2012,1316.329956,1318.366803,1257.665058,1162.416905,1237.776677,1213.528809,1101.861572,1059.722534,991.5567627,1333.681763,1316.067261,1298.296875,1307.628784,1314.901489,1318.363525,1315.939209,1351.088379
1/30/2012,1313.01001,1316.873949,1257.044144,1162.275739,1237.707421,1212.925049,1104.913574,1062.509888,992.3040771,1333.281006,1319.470337,1303.152344,1309.199341,1314.349243,1314.944092,1326.268555,1350.180908
1/31/2012,1312.410034,1313.493981,1257.58595,1190.77285,1241.803186,1224.691406,1112.664673,1065.341187,994.6013794,1341.087158,1330.373291,1307.549683,1311.550293,1325.100464,1329.571655,1332.779663,1349.239136
2/1/2012,1324.089966,1312.247759,1260.177749,1188.780725,1240.858935,1226.154175,1117.538574,1066.734375,994.9020996,1342.056885,1335.703613,1309.634155,1311.947876,1326.435303,1325.699097,1333.778931,1347.822144
2/2/2012,1325.540039,1323.242188,1259.989973,1189.495702,1240.504344,1245.727173,1122.359375,1068.299194,995.8679199,1355.014404,1342.459839,1312.199951,1312.853882,1344.255859,1345.108154,1341.726563,1353.388428
2/3/2012,1344.900024,1324.708806,1260.030056,1189.357646,1238.677887,1245.149658,1123.623291,1068.708252,996.4359131,1354.632568,1344.047974,1313.535645,1314.111328,1343.731201,1344.388672,1343.682251,1354.44519
2/6/2012,1344.329956,1343.087708,1236.978134,1187.930341,1238.865802,1247.90564,1125.431519,1068.710693,997.5294189,1356.454712,1346.363525,1312.699951,1315.678223,1346.234863,1346.625854,1336.507446,1354.959106
2/7/2012,1347.050049,1343.249832,1238.00792,1188.046544,1238.972188,1250.855835,1124.227173,1069.604492,997.7855835,1358.404419,1344.430176,1314.190796,1316.75,1348.913574,1347.125977,1347.534424,1354.324707
2/8/2012,1349.959961,1346.415308,1237.861989,1188.110936,1238.908463,1252.874512,1124.690186,1070.645386,998.4736938,1359.737915,1345.871582,1316.183228,1317.385864,1350.745239,1353.286743,1346.031616,1356.996948
2/9/2012,1351.949951,1349.540511,1253.894698,1192.785946,1238.853558,1243.438232,1124.532593,1072.298462,999.5913086,1353.50061,1344.967651,1317.001221,1318.495361,1342.175537,1341.596924,1343.692139,1365.616211
2/10/2012,1342.640015,1350.986891,1253.999162,1193.131176,1238.843676,1252.691895,1124.422729,1073.153442,999.2319336,1359.617432,1344.814941,1318.668579,1318.932251,1350.579712,1349.377808,1337.531372,1358.209106
2/13/2012,1351.77002,1343.343316,1252.823406,1192.907442,1238.758717,1251.403564,1126.083984,1073.855713,999.8624268,1358.766235,1347.838379,1319.942627,1319.473267,1349.410645,1352.928101,1345.900146,1358.334473
2/14/2012,1350.5,1351.389412,1238.587525,1191.487888,1238.681538,1244.035645,1128.879517,1075.333496,998.942749,1353.895874,1350.660889,1322.330444,1317.395508,1342.71875,1342.551758,1355.651367,1355.435303
2/15/2012,1343.22998,1349.979713,1238.246462,1191.45062,1238.613702,1259.057251,1133.186401,1077.270142,998.4105835,1363.820557,1356.395386,1324.741821,1316.24353,1356.351074,1356.220703,1353.672363,1364.473145
2/16/2012,1358.040039,1343.801635,1239.101126,1191.553067,1238.544031,1262.298828,1132.98999,1078.512573,998.4299927,1365.959839,1355.993774,1326.490723,1316.656128,1359.287476,1358.17395,1354.541626,1363.514282
2/17/2012,1361.22998,1357.41184,1226.814424,1191.457977,1238.472994,1263.294922,1133.554688,1078.74292,999.2493286,1366.617188,1357.182495,1326.944458,1318.383423,1360.189453,1361.448486,1348.697021,1356.595459
2/21/2012,1362.209961,1359.766029,1228.129632,1242.177726,1243.135733,1258.671021,1134.532837,1079.862427,1000.169922,1363.565796,1358.138184,1328.217896,1319.012085,1356.001221,1355.93457,1359.092407,1353.222168
2/22/2012,1357.660034,1361.871112,1227.080663,1238.30092,1242.51297,1264.566162,1136.841919,1080.587036,1001.260254,1367.455566,1361.185181,1330.03833,1320.988892,1361.34021,1361.293579,1357.489136,1366.430908
2/23/2012,1363.459961,1358.248563,1214.349682,1236.514396,1240.656423,1266.885498,1138.954834,1080.607422,1004.059692,1368.985352,1364.026611,1329.43103,1323.694824,1363.438965,1363.886475,1354.043823,1365.703247
2/24/2012,1365.73999,1362.749894,1215.251446,1236.180748,1240.839722,1268.768066,1138.851563,1078.016846,1004.442261,1370.226563,1363.463623,1326.610474,1326.66333,1365.141724,1363.205566,1344.54126,1361.892334
2/27/2012,1367.589966,1365.076897,1214.534612,1234.341236,1240.859125,1273.442627,1140.400024,1076.13623,1006.274231,1373.307495,1366.186646,1324.383057,1329.054443,1369.366821,1370.994629,1358.902588,1365.824097
