,0,1,2
0,1255.8345947265625,1249.9869384765625,1250.982421875
1,1262.09375,1255.1883544921875,1256.2841796875
2,1267.219970703125,1261.527587890625,1262.25537109375
3,1258.15380859375,1251.98486328125,1253.17724609375
4,1245.662109375,1240.9805908203125,1242.4111328125
5,1233.0614013671875,1229.0875244140625,1230.7242431640625
6,1218.908935546875,1214.6365966796875,1216.8424072265625
7,1209.832275390625,1206.8770751953125,1209.1295166015625
8,1192.5072021484375,1189.483642578125,1192.36328125
9,1181.7579345703125,1180.1336669921875,1183.0618896484375
10,1185.6693115234375,1183.396240234375,1186.06591796875
11,1196.41943359375,1192.1190185546875,1194.8458251953125
12,1225.3760986328125,1221.3604736328125,1222.944091796875
13,1241.6536865234375,1234.7353515625,1236.402587890625
14,1255.2789306640625,1249.7052001953125,1250.821533203125
15,1259.1673583984375,1253.46435546875,1254.4049072265625
16,1263.6580810546875,1257.2008056640625,1258.1356201171875
17,1268.6138916015625,1262.356201171875,1263.113037109375
18,1260.1142578125,1253.935791015625,1255.0985107421875
19,1259.9281005859375,1255.190673828125,1255.9737548828125
20,1252.2801513671875,1245.85888671875,1247.2442626953125
21,1248.273193359375,1243.488037109375,1244.7967529296875
22,1234.59130859375,1230.084228515625,1231.79736328125
23,1228.611328125,1224.6241455078125,1226.3717041015625
24,1227.3868408203125,1222.8248291015625,1224.6634521484375
25,1224.54345703125,1219.9476318359375,1221.97216796875
26,1234.115966796875,1230.18310546875,1231.58837890625
27,1242.3885498046875,1236.039306640625,1237.6053466796875
28,1256.951416015625,1251.2261962890625,1252.25
29,1265.016357421875,1258.674072265625,1259.5037841796875
30,1271.5418701171875,1264.784912109375,1265.5115966796875
31,1269.0047607421875,1262.62109375,1263.47265625
32,1268.8778076171875,1263.3077392578125,1263.934326171875
33,1266.7340087890625,1260.0655517578125,1260.9613037109375
34,1275.8468017578125,1269.6605224609375,1270.0986328125
35,1280.612548828125,1273.1756591796875,1273.6845703125
36,1287.5284423828125,1280.5032958984375,1280.7384033203125
37,1287.609619140625,1280.3973388671875,1280.683349609375
38,1288.684326171875,1281.7255859375,1281.922119140625
39,1292.84521484375,1285.5595703125,1285.61328125
40,1297.437744140625,1289.558837890625,1289.580322265625
41,1301.871826171875,1294.21240234375,1294.05908203125
42,1300.6070556640625,1292.830810546875,1292.7762451171875
43,1301.0828857421875,1293.712646484375,1293.548583984375
44,1305.99365234375,1298.1011962890625,1297.7818603515625
45,1314.24365234375,1305.5770263671875,1305.1085205078125
46,1320.6859130859375,1311.973876953125,1311.330322265625
47,1323.01708984375,1314.400146484375,1313.6734619140625
48,1322.9693603515625,1314.3475341796875,1313.6324462890625
49,1326.8927001953125,1318.2755126953125,1317.3702392578125
50,1327.3714599609375,1318.120849609375,1317.3551025390625
51,1327.376953125,1318.850830078125,1317.9873046875
52,1323.334716796875,1314.777587890625,1314.0540771484375
53,1321.459228515625,1313.0496826171875,1312.359375
54,1324.6092529296875,1316.0672607421875,1315.22705078125
55,1328.71435546875,1319.4703369140625,1318.61572265625
56,1339.579345703125,1330.373291015625,1329.0733642578125
57,1345.9954833984375,1335.70361328125,1334.3961181640625
58,1352.2872314453125,1342.4598388671875,1340.8836669921875
59,1354.0697021484375,1344.0479736328125,1342.43115234375
60,1356.5064697265625,1346.363525390625,1344.6822509765625
61,1354.54638671875,1344.43017578125,1342.864990234375
62,1355.4736328125,1345.87158203125,1344.1375732421875
63,1355.3072509765625,1344.9676513671875,1343.36083984375
64,1354.809326171875,1344.81494140625,1343.219482421875
65,1357.5582275390625,1347.83837890625,1346.019775390625
66,1361.43701171875,1350.660888671875,1348.8719482421875
67,1367.01806640625,1356.3953857421875,1354.4161376953125
68,1366.56201171875,1355.9937744140625,1354.05029296875
69,1367.51025390625,1357.1824951171875,1355.13525390625
70,1368.9278564453125,1358.13818359375,1356.105224609375
71,1371.9864501953125,1361.1851806640625,1359.0531005859375
