,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,882.9596557617188,954.6152954101562,840.1179809570312,898.812744140625,825.0568237304688,928.8189086914062,838.7282104492188,868.2354125976562,945.7262573242188,838.5674438476562,889.00830078125,822.9652099609375,908.7388916015625,938.0543823242188
1,883.2818603515625,956.2820434570312,842.0523071289062,898.594970703125,826.081787109375,930.5540771484375,839.5458374023438,869.5293579101562,945.5221557617188,839.9807739257812,889.4921264648438,823.6194458007812,907.8184814453125,939.412353515625
2,884.3375854492188,957.8145751953125,841.620361328125,900.6328125,825.480712890625,932.0264892578125,839.5643920898438,871.0596923828125,949.5217895507812,841.373291015625,891.9783325195312,824.6594848632812,907.84814453125,942.52978515625
3,885.902587890625,959.0423583984375,844.0247802734375,902.8570556640625,826.4041137695312,933.2550048828125,840.089599609375,870.54736328125,950.9780883789062,843.4133911132812,891.5809936523438,824.3643798828125,907.3478393554688,944.5360107421875
4,888.980224609375,961.7217407226562,845.1629638671875,904.4469604492188,827.1846923828125,935.0648803710938,840.9714965820312,873.0686645507812,954.5477905273438,846.407470703125,894.0433349609375,825.515625,907.1486206054688,943.7218627929688
5,890.9005737304688,962.8927612304688,846.3634643554688,905.421630859375,828.4295043945312,936.1000366210938,842.4475708007812,873.2814331054688,956.1282348632812,847.4109497070312,894.964599609375,827.3167724609375,908.542236328125,945.7413330078125
6,892.0728149414062,963.7164306640625,846.8701171875,906.8217163085938,830.4498901367188,936.4533081054688,845.915283203125,873.5338134765625,956.850830078125,848.0111694335938,895.3604125976562,829.918701171875,909.6233520507812,946.6555786132812
7,893.3078002929688,963.4246215820312,846.5941162109375,907.0111083984375,831.6130981445312,936.5840454101562,845.8003540039062,873.8822631835938,959.1066284179688,846.3045654296875,895.2239379882812,830.5939331054688,912.3174438476562,946.9414672851562
8,894.4767456054688,965.3834838867188,849.3486328125,908.2207641601562,833.5313720703125,936.626953125,846.4315185546875,874.4229736328125,958.07861328125,846.6495971679688,894.694091796875,831.0582275390625,911.1531982421875,948.0342407226562
9,895.7200927734375,965.6339111328125,847.84375,909.62158203125,832.8422241210938,936.8429565429688,848.497314453125,875.0151977539062,959.9419555664062,846.833251953125,895.5350952148438,832.4537353515625,912.5049438476562,946.85888671875
10,895.9947509765625,965.9461669921875,848.8472290039062,909.4395141601562,834.275390625,935.92138671875,849.12646484375,875.0667724609375,958.8553466796875,846.6036987304688,895.0453491210938,831.4293212890625,914.8738403320312,948.7060546875
11,896.27197265625,966.1052856445312,849.394287109375,910.5865478515625,835.8645629882812,936.6298217773438,849.5342407226562,876.7405395507812,958.6673583984375,847.1353759765625,895.3582763671875,831.5556030273438,916.7131958007812,946.0706176757812
12,895.5653076171875,965.84765625,849.3934326171875,909.3229370117188,834.8765869140625,937.4193725585938,848.1559448242188,876.2316284179688,959.6920166015625,847.37451171875,895.9398193359375,831.595947265625,918.5381469726562,947.886962890625
13,894.8150634765625,966.6718139648438,849.099609375,910.35888671875,835.0599975585938,937.3854370117188,848.4653930664062,875.9114379882812,958.900634765625,847.3280639648438,896.6605834960938,831.61669921875,918.0968627929688,948.6748657226562
14,894.1273193359375,965.8008422851562,849.2003784179688,908.8904418945312,834.3876953125,938.9951171875,845.9890747070312,876.6787719726562,960.3402099609375,847.3220825195312,897.1587524414062,831.688720703125,919.1113891601562,946.9471435546875
15,893.19970703125,966.3157958984375,850.0321655273438,907.7570190429688,834.3861083984375,938.3216552734375,845.6453247070312,877.1212768554688,958.2186279296875,847.8040771484375,897.0174560546875,831.0762939453125,917.099365234375,947.98046875
16,893.3927001953125,966.2823486328125,848.4551391601562,908.7844848632812,833.2261962890625,938.8703002929688,846.6400756835938,876.6593017578125,959.4034423828125,847.5709228515625,897.5504150390625,831.6900024414062,917.2883911132812,948.5400390625
17,893.8103637695312,967.7946166992188,850.0345458984375,909.259765625,833.7188720703125,939.6837158203125,846.4290771484375,876.9666137695312,960.4760131835938,848.9515991210938,898.4551391601562,831.7081909179688,917.0159912109375,951.708251953125
18,895.732666015625,969.4783325195312,851.3448486328125,910.6516723632812,835.041259765625,941.5147705078125,847.104736328125,879.4036254882812,962.2843627929688,850.6880493164062,899.7410888671875,832.596435546875,917.1219482421875,950.2710571289062
19,896.5260009765625,970.0498046875,851.8912963867188,911.286376953125,834.919677734375,942.1688842773438,847.6735229492188,879.366943359375,964.1943359375,851.967529296875,900.5734252929688,833.5647583007812,917.8204345703125,953.119140625
20,897.3814697265625,970.2537841796875,851.6651000976562,913.251220703125,835.8649291992188,941.8350830078125,849.5109252929688,878.5819702148438,964.6394653320312,852.10888671875,900.249755859375,833.806884765625,918.2819213867188,953.17333984375
21,899.2867431640625,971.873779296875,853.5108642578125,912.6646118164062,836.9851684570312,943.6778564453125,848.4661254882812,880.2630004882812,966.8972778320312,852.9095458984375,901.4269409179688,834.6542358398438,919.3192749023438,952.8991088867188
22,899.3056640625,972.173095703125,853.5677490234375,913.9066162109375,837.6044311523438,943.181884765625,850.0330810546875,880.3515014648438,966.3065795898438,853.0551147460938,901.7042236328125,836.1485595703125,918.6292724609375,953.5662841796875
23,900.5032348632812,972.559326171875,853.6497192382812,913.3825073242188,838.1885375976562,943.7138061523438,852.1820068359375,880.3207397460938,966.9915771484375,852.6990356445312,901.3557739257812,837.2885131835938,920.5056762695312,954.1695556640625
24,901.7640991210938,975.0169067382812,854.5699462890625,915.4942626953125,840.0134887695312,943.8408813476562,853.2218017578125,882.141357421875,968.1663818359375,852.964111328125,903.1182861328125,838.0357055664062,921.4265747070312,957.4573364257812
25,903.6893920898438,976.4907836914062,857.0817260742188,917.3368530273438,841.6959838867188,946.4551391601562,854.5167846679688,883.58984375,970.1034545898438,854.7462158203125,903.4623413085938,839.5089111328125,923.3750610351562,957.4568481445312
26,905.005126953125,978.4013061523438,857.2696533203125,918.9085083007812,842.108642578125,946.7903442382812,855.8501586914062,885.1209106445312,972.6416015625,856.724609375,905.6417236328125,840.13427734375,924.9664306640625,960.240234375
27,907.2429809570312,980.4063720703125,859.4000244140625,920.86572265625,844.3223876953125,948.9071655273438,856.7889404296875,886.1683959960938,974.222412109375,857.8900756835938,906.4669189453125,840.6661987304688,927.8184814453125,961.0220336914062
