,0,1,2
0,1051.2520751953125,1005.4449462890625,1044.1114501953125
1,1056.3416748046875,1010.4634399414062,1049.0888671875
2,1060.187255859375,1013.5471801757812,1052.7476806640625
3,1053.880126953125,1007.6192626953125,1046.628173828125
4,1045.1375732421875,998.5255737304688,1038.0247802734375
5,1035.5849609375,989.3543090820312,1028.72998046875
6,1025.4892578125,979.8174438476562,1018.939697265625
7,1018.8499755859375,972.990966796875,1012.4236450195312
8,1006.4966430664062,961.2102661132812,1000.4398803710938
9,998.5496215820312,953.1668090820312,992.6652221679688
10,1000.3696899414062,955.6637573242188,994.524169921875
11,1008.2732543945312,963.950927734375,1002.2981567382812
12,1028.6944580078125,983.4766235351562,1022.1207885742188
13,1040.931396484375,996.1055908203125,1034.1500244140625
14,1051.4925537109375,1005.2445068359375,1044.2904052734375
15,1054.039306640625,1007.8539428710938,1046.7899169921875
16,1057.3631591796875,1011.3007202148438,1050.06201171875
17,1061.097412109375,1014.7012329101562,1053.6727294921875
18,1055.46533203125,1009.0516357421875,1048.15966796875
19,1054.775634765625,1008.05615234375,1047.4366455078125
20,1049.3729248046875,1003.5606079101562,1042.2777099609375
21,1046.8114013671875,1000.266845703125,1039.670166015625
22,1036.8289794921875,990.6954956054688,1029.9619140625
23,1032.180908203125,986.2147216796875,1025.4368896484375
24,1031.064453125,985.5095825195312,1024.4010009765625
25,1029.3565673828125,983.730224609375,1022.724609375
26,1035.559326171875,989.6992797851562,1028.7493896484375
27,1041.57470703125,996.42333984375,1034.734375
28,1052.44091796875,1006.3389282226562,1045.2369384765625
29,1058.18994140625,1012.1158447265625,1050.8687744140625
30,1063.1505126953125,1016.89990234375,1055.7034912109375
31,1061.7587890625,1015.2003173828125,1054.30029296875
32,1061.299072265625,1014.5975952148438,1053.8270263671875
33,1059.729248046875,1013.5750732421875,1052.3670654296875
34,1066.1251220703125,1019.5621948242188,1058.5718994140625
35,1069.65625,1023.4155883789062,1062.0772705078125
36,1074.882568359375,1028.11767578125,1067.1259765625
37,1075.0343017578125,1028.2962646484375,1067.279052734375
38,1075.788818359375,1028.919921875,1067.9998779296875
39,1078.580810546875,1031.8280029296875,1070.7513427734375
40,1082.0421142578125,1035.3143310546875,1074.148681640625
41,1085.3743896484375,1038.342529296875,1077.37353515625
42,1084.601806640625,1037.5850830078125,1076.618896484375
43,1084.8553466796875,1037.6995849609375,1076.8472900390625
44,1088.1104736328125,1041.1732177734375,1080.0684814453125
45,1094.1763916015625,1047.2470703125,1086.0196533203125
46,1099.108154296875,1051.8486328125,1090.8126220703125
47,1100.89453125,1053.468017578125,1092.542236328125
48,1100.9019775390625,1053.4569091796875,1092.547119140625
49,1103.55078125,1056.079833984375,1095.14208984375
