,0,1,2,3,4,5,6
0,1006.7432861328125,981.4248046875,926.1985473632812,988.4027099609375,908.0528564453125,996.3816528320312,976.2489013671875
1,1004.53564453125,981.4744262695312,924.947021484375,987.8368530273438,907.0830078125,994.3770751953125,975.049072265625
2,999.5847778320312,977.3681640625,922.7579956054688,983.8413696289062,903.8972778320312,991.3079223632812,972.1152954101562
3,993.8157958984375,973.3370971679688,918.3855590820312,977.6844482421875,899.7470092773438,985.250732421875,966.9094848632812
4,985.6620483398438,966.129150390625,912.520263671875,971.1115112304688,894.0079345703125,979.4317626953125,961.1514282226562
5,977.8104858398438,958.1660766601562,906.8558349609375,963.4601440429688,888.1968994140625,971.8507690429688,954.0875854492188
6,975.2736206054688,956.509033203125,904.1221923828125,960.9293212890625,886.1925659179688,968.8694458007812,950.3981323242188
7,975.0015258789062,955.6171875,903.884521484375,958.6643676757812,885.4947509765625,969.1763916015625,949.3295288085938
8,980.27978515625,960.10595703125,906.3258666992188,961.4902954101562,888.2342529296875,971.87109375,951.6752319335938
9,985.2471923828125,962.4963989257812,908.56298828125,965.9179077148438,891.2201538085938,977.9090576171875,955.6295166015625
10,990.7888793945312,965.0108642578125,912.0553588867188,969.35595703125,894.6707763671875,981.284423828125,959.3575439453125
11,997.7427368164062,971.9313354492188,916.1458740234375,977.7379760742188,900.0802612304688,987.2308959960938,965.317138671875
12,1004.5361938476562,977.1901245117188,923.0465698242188,985.0360717773438,905.413330078125,994.1420288085938,972.0164184570312
13,1010.435302734375,984.9644775390625,927.1917724609375,989.5152587890625,910.0617065429688,998.054443359375,976.5242919921875
14,1011.6755981445312,986.9219970703125,929.6317749023438,992.66015625,911.398681640625,1001.1740112304688,980.3198852539062
15,1011.9480590820312,986.742919921875,930.2728881835938,993.8836059570312,911.6541137695312,1000.617431640625,980.4617919921875
16,1010.8616333007812,986.4976196289062,929.2989501953125,992.9050903320312,911.3058471679688,1000.4932250976562,979.5504150390625
17,1009.2439575195312,985.595458984375,929.1749877929688,990.6214599609375,910.1468505859375,998.5110473632812,978.779541015625
18,1004.6632690429688,982.4520874023438,925.299072265625,987.9317016601562,907.123046875,995.193603515625,975.7882690429688
19,1000.653564453125,977.4219970703125,923.4327392578125,984.7749633789062,904.2219848632812,991.9356079101562,972.6073608398438
20,998.3811645507812,976.7039794921875,920.6725463867188,981.2252197265625,902.6270141601562,988.8816528320312,969.1795043945312
21,995.8523559570312,974.5211791992188,919.5580444335938,978.7305908203125,900.6642456054688,987.596435546875,968.05322265625
22,995.7476196289062,973.8937377929688,918.7002563476562,978.6273193359375,900.1046142578125,986.4432983398438,966.8428955078125
23,997.1165161132812,974.0120239257812,918.980712890625,979.1648559570312,900.8343505859375,988.43798828125,967.1298828125
24,1000.9326171875,976.992919921875,921.36767578125,980.5213623046875,903.0658569335938,990.3663330078125,969.2501831054688
25,1005.246826171875,980.968017578125,923.645751953125,985.636962890625,906.0643310546875,994.6449584960938,973.1383666992188
26,1009.0343017578125,982.3770751953125,926.9808959960938,989.2393798828125,908.6915893554688,998.3927612304688,976.4376220703125
27,1011.5286865234375,985.6583251953125,928.052978515625,990.8402709960938,910.8016357421875,999.6881103515625,978.1663208007812
28,1014.8084716796875,989.0787353515625,931.8578491210938,996.078369140625,913.4967041015625,1003.17138671875,982.4252319335938
29,1015.80859375,990.2654418945312,932.7551879882812,997.08544921875,914.5361938476562,1004.4517822265625,983.178466796875
30,1019.08203125,994.0927734375,935.7132568359375,999.3932495117188,916.8150634765625,1006.4762573242188,985.6266479492188
31,1021.0919189453125,996.435546875,936.84130859375,1001.5244750976562,918.2099609375,1009.0982666015625,987.6375732421875
32,1022.7182006835938,996.5633544921875,938.293212890625,1002.5462646484375,919.0391235351562,1010.3807373046875,988.96142578125
33,1023.8795776367188,997.7445068359375,938.1084594726562,1003.670654296875,919.9290771484375,1011.1175537109375,989.529052734375
34,1025.8050537109375,998.8416748046875,940.346923828125,1006.1358642578125,921.4117431640625,1013.1133422851562,991.7012329101562
35,1028.4737548828125,1002.0006713867188,941.97509765625,1008.3936157226562,923.4723510742188,1014.8766479492188,993.3299560546875
36,1031.1976318359375,1004.7369995117188,944.5820922851562,1010.919189453125,925.4700927734375,1017.8154296875,996.1131591796875
37,1032.9991455078125,1006.469970703125,945.7247314453125,1012.302001953125,926.6529541015625,1019.1256103515625,997.5662231445312
38,1033.56396484375,1006.6149291992188,946.1033935546875,1013.397216796875,927.1046142578125,1020.104248046875,998.4835815429688
39,1034.4693603515625,1007.1063842773438,946.9070434570312,1014.3748779296875,927.8124389648438,1020.5452880859375,999.1060791015625
40,1037.078857421875,1010.0462646484375,948.8021850585938,1016.9259643554688,929.7999267578125,1022.657470703125,1000.9751586914062
41,1040.2227783203125,1013.02392578125,951.4255981445312,1019.3013305664062,931.969970703125,1025.6175537109375,1003.5671997070312
42,1042.6175537109375,1015.2720947265625,952.8314208984375,1020.9948120117188,933.5034790039062,1027.561279296875,1005.5005493164062
43,1044.2843017578125,1016.0750732421875,953.969970703125,1023.1773681640625,934.6300048828125,1029.34912109375,1007.2683715820312
44,1045.663330078125,1016.79931640625,954.8863525390625,1024.60302734375,935.7269897460938,1030.4180908203125,1008.2642211914062
45,1048.669677734375,1020.0609130859375,957.3070678710938,1027.4974365234375,938.0531616210938,1032.670654296875,1010.6311645507812
46,1050.440673828125,1022.2085571289062,958.9425048828125,1029.174072265625,939.4906616210938,1034.777099609375,1012.6005859375
47,1050.9759521484375,1022.7850341796875,959.6256103515625,1029.7208251953125,939.860107421875,1035.101318359375,1013.430419921875
48,1050.3614501953125,1022.245849609375,959.0659790039062,1029.9595947265625,939.5618286132812,1034.9061279296875,1013.2365112304688
49,1049.9183349609375,1021.5816650390625,959.1494750976562,1029.5357666015625,939.3272094726562,1034.4462890625,1012.8518676757812
50,1050.9339599609375,1023.3328247070312,959.730224609375,1030.2528076171875,940.0982666015625,1034.886962890625,1013.2796020507812
51,1051.955078125,1024.2139892578125,960.7489624023438,1031.0794677734375,940.7302856445312,1036.334228515625,1014.3648681640625
52,1054.41259765625,1026.122314453125,962.1435546875,1032.7130126953125,942.157958984375,1037.8271484375,1015.6934814453125
53,1056.895263671875,1027.870361328125,963.431884765625,1034.8060302734375,943.7932739257812,1040.4576416015625,1017.6026000976562
54,1059.7225341796875,1029.677490234375,965.4723510742188,1036.9739990234375,945.6505737304688,1042.5008544921875,1019.8147583007812
55,1062.5098876953125,1032.3663330078125,967.1340942382812,1040.208984375,947.81103515625,1044.9869384765625,1022.2325439453125
56,1065.3411865234375,1034.56787109375,969.8958740234375,1043.161865234375,949.9946899414062,1047.69775390625,1024.9515380859375
57,1066.734375,1036.7117919921875,970.82470703125,1044.2247314453125,951.2396240234375,1048.7236328125,1026.2139892578125
58,1068.2991943359375,1038.4150390625,972.7338256835938,1046.6783447265625,952.4849853515625,1050.33544921875,1028.282470703125
59,1068.708251953125,1038.8350830078125,972.9563598632812,1047.090087890625,952.8837890625,1050.9659423828125,1028.4981689453125
60,1068.710693359375,1039.0206298828125,973.2035522460938,1046.513427734375,952.8766479492188,1050.7752685546875,1028.5985107421875
61,1069.6044921875,1040.1966552734375,973.7266235351562,1048.0089111328125,953.4972534179688,1051.4080810546875,1029.3919677734375
62,1070.6453857421875,1040.4615478515625,974.6031494140625,1048.8924560546875,954.1801147460938,1052.8331298828125,1030.1015625
63,1072.2984619140625,1042.1409912109375,975.4431762695312,1049.1578369140625,955.2055053710938,1053.5107421875,1030.847412109375
64,1073.1534423828125,1043.0201416015625,975.9854125976562,1050.6932373046875,955.843505859375,1054.7802734375,1032.236572265625
65,1073.855712890625,1042.746826171875,976.7363891601562,1051.8194580078125,956.3355102539062,1055.394287109375,1032.8502197265625
66,1075.33349609375,1044.5203857421875,977.5172119140625,1052.812744140625,957.5446166992188,1056.334228515625,1033.5601806640625
67,1077.2701416015625,1046.7093505859375,979.4560546875,1054.568115234375,958.9790649414062,1058.1761474609375,1035.5731201171875
68,1078.5125732421875,1047.9671630859375,980.253662109375,1055.88671875,959.8306884765625,1059.326171875,1036.6903076171875
69,1078.742919921875,1047.7078857421875,980.4683837890625,1056.1314697265625,959.9819946289062,1059.8240966796875,1037.0594482421875
70,1079.8624267578125,1048.7615966796875,981.18115234375,1057.1629638671875,960.7820434570312,1060.288818359375,1037.73046875
71,1080.5870361328125,1049.5538330078125,981.7883911132812,1058.1065673828125,961.4367065429688,1061.4012451171875,1038.5775146484375
72,1080.607421875,1049.587890625,982.0811157226562,1057.829833984375,961.4638061523438,1061.217041015625,1038.741943359375
73,1078.016845703125,1047.6824951171875,980.0987548828125,1056.0389404296875,959.8428955078125,1059.3697509765625,1037.264404296875
74,1076.13623046875,1045.74462890625,979.4183349609375,1055.2728271484375,958.6073608398438,1057.5546875,1036.0087890625
75,1076.023193359375,1046.3251953125,979.0791015625,1054.9005126953125,958.6375122070312,1057.3094482421875,1035.091552734375
76,1077.36279296875,1047.838134765625,980.370849609375,1054.727294921875,959.3197021484375,1058.4110107421875,1035.9068603515625
77,1077.8038330078125,1048.2457275390625,979.8931274414062,1054.702392578125,959.2733154296875,1058.7637939453125,1036.187744140625
78,1080.2884521484375,1048.78173828125,981.4810180664062,1057.64599609375,960.6790161132812,1060.964599609375,1037.9351806640625
79,1083.594482421875,1051.0751953125,982.98583984375,1059.4825439453125,962.9850463867188,1063.5859375,1039.5328369140625
80,1088.839599609375,1056.1837158203125,987.06298828125,1063.8509521484375,966.6968383789062,1067.5572509765625,1044.0106201171875
81,1092.52587890625,1059.6131591796875,989.6939697265625,1068.4833984375,969.518798828125,1071.53125,1047.8009033203125
82,1095.987548828125,1061.947998046875,992.790283203125,1071.72314453125,972.0592041015625,1074.458740234375,1050.732666015625
83,1098.8447265625,1065.583984375,994.5774536132812,1074.1998291015625,974.39013671875,1076.6978759765625,1053.0513916015625
84,1100.659423828125,1067.3570556640625,996.9047241210938,1076.773193359375,975.8728637695312,1078.874267578125,1055.6947021484375
85,1099.9525146484375,1067.003173828125,996.3145141601562,1076.4466552734375,975.5890502929688,1078.326171875,1055.3148193359375
86,1099.7369384765625,1067.038330078125,996.7491455078125,1076.7685546875,975.59033203125,1078.08837890625,1055.4571533203125
87,1101.262939453125,1068.9908447265625,997.8514404296875,1078.1607666015625,976.7078857421875,1079.229736328125,1056.2413330078125
88,1102.571533203125,1070.188720703125,998.8461303710938,1078.3150634765625,977.4624633789062,1080.712158203125,1057.1829833984375
89,1102.57958984375,1070.030517578125,998.4166259765625,1077.8775634765625,977.2139282226562,1080.4464111328125,1057.3011474609375
90,1101.697021484375,1068.3291015625,997.58935546875,1078.37109375,976.6151733398438,1080.126708984375,1057.027099609375
91,1102.0623779296875,1068.151123046875,997.9757690429688,1078.6680908203125,977.025390625,1080.0504150390625,1056.794677734375
92,1104.6522216796875,1071.7452392578125,999.9409790039062,1080.5068359375,979.037353515625,1081.85791015625,1058.5509033203125
93,1105.9578857421875,1073.31982421875,1001.3123168945312,1081.646240234375,979.9277954101562,1083.6937255859375,1060.3218994140625
94,1104.3193359375,1071.319580078125,999.903076171875,1080.17626953125,978.6397094726562,1082.35009765625,1059.31640625
95,1102.486083984375,1069.2071533203125,998.4777221679688,1079.4852294921875,977.4527587890625,1080.68798828125,1057.9656982421875
96,1099.8922119140625,1066.9862060546875,996.876953125,1077.2578125,975.9263916015625,1078.6622314453125,1055.93505859375
97,1095.5252685546875,1064.187255859375,994.202392578125,1073.0909423828125,973.0984497070312,1074.6964111328125,1052.9013671875
98,1091.46728515625,1061.3046875,991.7601318359375,1070.799560546875,970.34033203125,1071.2890625,1050.124755859375
99,1089.4404296875,1059.1741943359375,990.34521484375,1068.565185546875,968.7249145507812,1069.672119140625,1047.5401611328125
100,1087.296142578125,1057.5609130859375,988.0983276367188,1063.988037109375,966.8056640625,1067.4400634765625,1044.845458984375
101,1085.0047607421875,1055.2086181640625,985.977783203125,1062.267578125,964.7536010742188,1065.3255615234375,1043.455078125
102,1084.2843017578125,1052.6492919921875,984.933349609375,1062.904052734375,964.0383911132812,1065.0234375,1042.3353271484375
103,1085.559814453125,1053.294921875,985.380126953125,1061.981689453125,964.9073486328125,1065.466552734375,1041.912353515625
104,1087.28076171875,1056.3338623046875,986.6011352539062,1063.005126953125,966.173095703125,1066.5074462890625,1043.8057861328125
105,1086.923095703125,1055.40966796875,986.8092041015625,1064.82763671875,965.9871826171875,1067.3233642578125,1044.8271484375
