,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,1169.430419921875,1261.2535400390625,1195.5838623046875,1196.6787109375,1253.7041015625,1253.6175537109375,1281.5706787109375,1236.7625732421875,1217.691162109375,1176.37939453125,1213.9261474609375,1236.59033203125,1265.4847412109375,1228.9586181640625
1,1166.394287109375,1275.6611328125,1192.5770263671875,1205.0501708984375,1264.7086181640625,1265.8251953125,1306.7724609375,1239.10107421875,1225.6649169921875,1163.4764404296875,1212.88671875,1248.795166015625,1280.8575439453125,1244.210693359375
2,1195.4737548828125,1272.6083984375,1222.3770751953125,1225.28271484375,1263.9267578125,1266.93017578125,1292.906494140625,1249.0911865234375,1242.9659423828125,1204.7674560546875,1235.0028076171875,1258.111328125,1272.60546875,1256.5609130859375
3,1186.4383544921875,1265.453369140625,1217.401123046875,1225.8896484375,1254.5450439453125,1260.2542724609375,1293.2769775390625,1235.429931640625,1243.951416015625,1193.8079833984375,1226.9332275390625,1258.191162109375,1264.2857666015625,1263.9151611328125
4,1224.167724609375,1271.422119140625,1248.2640380859375,1236.0977783203125,1267.2879638671875,1269.003662109375,1274.39599609375,1266.3892822265625,1251.55908203125,1246.8946533203125,1257.370361328125,1260.4302978515625,1268.4063720703125,1254.0555419921875
5,1234.4095458984375,1252.0360107421875,1264.849853515625,1248.1220703125,1248.0257568359375,1254.459228515625,1252.578369140625,1253.1685791015625,1262.1221923828125,1268.201904296875,1262.839599609375,1261.7122802734375,1243.003173828125,1266.58544921875
6,1239.1180419921875,1259.8074951171875,1269.3245849609375,1256.323974609375,1254.6246337890625,1261.796630859375,1263.347900390625,1257.58642578125,1269.525390625,1270.137939453125,1267.2098388671875,1269.9517822265625,1250.42138671875,1276.327392578125
7,1249.4173583984375,1236.110595703125,1280.8929443359375,1250.1756591796875,1235.9046630859375,1242.6119384765625,1222.950927734375,1253.3541259765625,1263.2137451171875,1297.7191162109375,1272.877685546875,1254.9686279296875,1223.5145263671875,1259.7802734375
8,1233.0963134765625,1231.3262939453125,1266.936767578125,1242.3681640625,1229.13818359375,1236.7984619140625,1226.0863037109375,1240.601318359375,1256.76806640625,1276.5145263671875,1259.576171875,1250.5086669921875,1219.8077392578125,1258.6510009765625
9,1235.80029296875,1226.5400390625,1268.850830078125,1238.4490966796875,1226.2081298828125,1232.8197021484375,1215.3623046875,1242.081787109375,1252.9791259765625,1283.6817626953125,1261.3154296875,1245.1629638671875,1214.8837890625,1250.588134765625
10,1215.17626953125,1232.267822265625,1249.1898193359375,1231.0579833984375,1228.4111328125,1235.4041748046875,1234.4444580078125,1232.9818115234375,1247.1768798828125,1251.200927734375,1245.7952880859375,1245.405517578125,1223.5606689453125,1252.91259765625
11,1209.4957275390625,1254.299072265625,1233.7603759765625,1213.996337890625,1252.6968994140625,1252.23828125,1251.4263916015625,1255.539794921875,1231.7244873046875,1236.9686279296875,1244.4576416015625,1239.90283203125,1252.9552001953125,1229.1082763671875
12,1206.686279296875,1242.892578125,1233.3887939453125,1211.0523681640625,1241.70458984375,1242.34765625,1238.8446044921875,1246.623046875,1229.08837890625,1238.281494140625,1240.9874267578125,1234.361083984375,1240.184814453125,1226.5419921875
13,1198.92724609375,1269.671875,1223.733154296875,1219.3314208984375,1263.5030517578125,1264.4337158203125,1282.074951171875,1253.9503173828125,1237.261962890625,1212.77099609375,1237.6302490234375,1251.552001953125,1270.2381591796875,1244.689453125
14,1204.7274169921875,1266.623291015625,1227.9793701171875,1216.5546875,1262.747802734375,1262.2281494140625,1271.4359130859375,1258.68701171875,1234.384765625,1223.6820068359375,1242.002197265625,1247.047607421875,1267.060302734375,1236.2828369140625
15,1202.7408447265625,1277.2037353515625,1224.9365234375,1219.6649169921875,1271.6766357421875,1271.0360107421875,1287.4429931640625,1262.6436767578125,1237.4110107421875,1215.302734375,1241.542724609375,1253.4779052734375,1278.9403076171875,1242.4483642578125
16,1205.7613525390625,1271.3363037109375,1230.9454345703125,1226.427734375,1265.0189208984375,1266.81005859375,1283.26025390625,1256.49072265625,1243.509033203125,1220.88720703125,1243.02197265625,1256.4337158203125,1270.6405029296875,1251.2999267578125
17,1206.4075927734375,1278.3642578125,1234.4014892578125,1240.3134765625,1268.393798828125,1273.5177001953125,1301.0528564453125,1252.9808349609375,1256.3839111328125,1215.5391845703125,1243.857666015625,1269.938232421875,1276.16455078125,1272.9730224609375
18,1222.9617919921875,1286.818115234375,1245.3673095703125,1241.3427734375,1280.523681640625,1282.0050048828125,1296.7437744140625,1273.1573486328125,1256.545654296875,1237.12451171875,1258.0198974609375,1270.0152587890625,1285.51220703125,1263.01416015625
19,1232.4932861328125,1270.630126953125,1259.5489501953125,1250.140869140625,1265.010009765625,1269.870361328125,1276.7265625,1263.811767578125,1264.1649169921875,1256.7200927734375,1263.413330078125,1269.862060546875,1264.5205078125,1270.8087158203125
20,1230.66162109375,1278.21484375,1256.419189453125,1250.477294921875,1271.7965087890625,1276.0394287109375,1287.13671875,1267.5491943359375,1264.598876953125,1250.5355224609375,1262.8272705078125,1273.0128173828125,1273.4180908203125,1272.4775390625
21,1248.518798828125,1264.91748046875,1273.7982177734375,1251.913818359375,1263.103515625,1266.5811767578125,1257.490478515625,1272.60009765625,1264.986083984375,1283.448974609375,1275.4691162109375,1266.017822265625,1257.0736083984375,1262.6641845703125
22,1248.406005859375,1267.3485107421875,1275.2799072265625,1258.3345947265625,1263.76708984375,1268.9676513671875,1265.1591796875,1270.0106201171875,1270.9566650390625,1280.69677734375,1275.4312744140625,1272.0819091796875,1258.6749267578125,1272.9853515625
23,1241.736572265625,1254.1798095703125,1272.08984375,1254.524169921875,1250.310546875,1257.2353515625,1253.3463134765625,1256.9603271484375,1267.7027587890625,1277.0345458984375,1268.7059326171875,1266.0792236328125,1244.0938720703125,1271.7340087890625
24,1247.6090087890625,1266.7139892578125,1277.41845703125,1266.0545654296875,1260.953857421875,1268.82421875,1270.9566650390625,1263.6944580078125,1278.154052734375,1277.9097900390625,1274.44189453125,1278.3486328125,1256.43212890625,1285.9169921875
25,1232.7977294921875,1260.9681396484375,1263.4532470703125,1254.0870361328125,1254.716796875,1262.0958251953125,1268.5469970703125,1254.3411865234375,1267.77099609375,1260.4349365234375,1262.383056640625,1269.8541259765625,1252.375244140625,1277.0955810546875
26,1247.604248046875,1273.9385986328125,1274.1640625,1261.599365234375,1269.095947265625,1274.568115234375,1275.744140625,1271.9754638671875,1274.0511474609375,1275.832763671875,1275.444580078125,1277.078369140625,1265.803466796875,1278.6513671875
27,1237.76025390625,1274.6600341796875,1264.5933837890625,1256.064453125,1268.718994140625,1274.01171875,1281.07568359375,1267.48828125,1269.4119873046875,1261.6776123046875,1267.873779296875,1274.895751953125,1267.9720458984375,1276.5816650390625
28,1255.830322265625,1293.218994140625,1278.9837646484375,1271.126708984375,1287.385009765625,1291.8463134765625,1297.3677978515625,1287.0904541015625,1282.553955078125,1277.886962890625,1283.920654296875,1289.4197998046875,1286.4130859375,1287.8741455078125
29,1258.488525390625,1288.314697265625,1282.95068359375,1273.3341064453125,1282.7449951171875,1288.1239013671875,1291.1611328125,1284.361572265625,1284.448974609375,1283.5791015625,1285.3880615234375,1289.0484619140625,1280.14892578125,1289.660400390625
30,1261.1884765625,1296.0518798828125,1285.609130859375,1280.681396484375,1289.02001953125,1295.212890625,1303.020751953125,1287.5472412109375,1291.15966796875,1282.6405029296875,1288.1824951171875,1297.0072021484375,1287.7420654296875,1299.4234619140625
31,1263.4512939453125,1290.722900390625,1286.6075439453125,1274.6505126953125,1285.9986572265625,1290.622314453125,1290.4857177734375,1289.6456298828125,1285.4317626953125,1289.865234375,1289.58251953125,1289.8531494140625,1282.6048583984375,1288.2919921875
